user_id,investment_type,asset_name,amount_invested,current_value,returns_percentage,purchase_date,platform
USER0238,Fixed Deposits,Fixed Deposits Portfolio,732362,760298.01,3.81,2023-07-16,Mutual Fund House
USER0239,Mutual Funds,Mutual Funds Portfolio,260217,322405.36,23.9,2023-06-14,Mutual Fund House
USER0239,Real Estate,Real Estate Portfolio,3160151,2958502.17,-6.38,2023-11-11,Stock Broker
USER0240,Fixed Deposits,Fixed Deposits Portfolio,535968,584952.55,9.14,2023-10-17,Mutual Fund House
USER0240,Stocks,Stocks Portfolio,313613,342935.5,9.35,2023-02-06,Mutual Fund House
USER0240,Bonds,Bonds Portfolio,192045,190345.14,-0.89,2025-03-23,Bank
USER0241,Mutual Funds,Mutual Funds Portfolio,385775,473107.34,22.64,2024-03-29,Bank
USER0241,Fixed Deposits,Fixed Deposits Portfolio,406844,371079.89,-8.79,2024-04-22,Bank
USER0242,Gold,Gold Portfolio,154049,189336.13,22.91,2025-08-16,Mutual Fund House
USER0242,Bonds,Bonds Portfolio,74445,69717.81,-6.35,2023-12-21,Stock Broker
USER0243,Bonds,Bonds Portfolio,217105,214472.72,-1.21,2023-08-31,Mutual Fund House
USER0243,Real Estate,Real Estate Portfolio,1498702,1401604.5,-6.48,2024-04-01,Direct
USER0244,Bonds,Bonds Portfolio,44326,42756.91,-3.54,2024-02-22,Mutual Fund House
USER0244,Fixed Deposits,Fixed Deposits Portfolio,748804,917955.25,22.59,2023-10-01,Direct
USER0245,Gold,Gold Portfolio,71313,79699.73,11.76,2024-11-02,Mutual Fund House
USER0245,Mutual Funds,Mutual Funds Portfolio,55584,65790.42,18.36,2023-12-09,Stock Broker
USER0245,Stocks,Stocks Portfolio,414081,439708.39,6.19,2025-01-16,Mutual Fund House
USER0245,Bonds,Bonds Portfolio,13971,15209.14,8.86,2024-06-30,Stock Broker
USER0246,Mutual Funds,Mutual Funds Portfolio,226934,264394.57,16.51,2023-11-15,Stock Broker
USER0246,Stocks,Stocks Portfolio,21390,21616.05,1.06,2025-08-20,Stock Broker
USER0246,Real Estate,Real Estate Portfolio,1723621,1963142.32,13.9,2023-12-18,Direct
USER0247,Fixed Deposits,Fixed Deposits Portfolio,720669,654853.01,-9.13,2024-07-24,Bank
USER0247,Gold,Gold Portfolio,54850,52195.88,-4.84,2025-05-04,Direct
USER0248,Fixed Deposits,Fixed Deposits Portfolio,76099,76060.18,-0.05,2023-06-30,Mutual Fund House
USER0248,Real Estate,Real Estate Portfolio,3841924,4116031.52,7.13,2025-06-05,Bank
USER0248,Gold,Gold Portfolio,192092,238575.42,24.2,2024-02-09,Mutual Fund House
USER0249,Mutual Funds,Mutual Funds Portfolio,87227,108854.77,24.79,2023-03-07,Direct
USER0250,Fixed Deposits,Fixed Deposits Portfolio,624973,615989.41,-1.44,2025-07-25,Bank
USER0250,Real Estate,Real Estate Portfolio,1954548,2270088.5,16.14,2024-09-04,Mutual Fund House
USER0250,Bonds,Bonds Portfolio,26171,31271.88,19.49,2024-08-18,Mutual Fund House
USER0251,Real Estate,Real Estate Portfolio,811467,913057.7,12.52,2024-05-06,Mutual Fund House
USER0251,Fixed Deposits,Fixed Deposits Portfolio,558221,651163.19,16.65,2025-02-09,Stock Broker
USER0251,Bonds,Bonds Portfolio,109734,114668.83,4.5,2024-12-26,Direct
USER0251,Gold,Gold Portfolio,192223,230356.66,19.84,2025-05-27,Mutual Fund House
USER0252,Gold,Gold Portfolio,62762,69061.24,10.04,2023-11-05,Direct
USER0252,Stocks,Stocks Portfolio,265763,302450.33,13.8,2024-06-05,Stock Broker
USER0252,Bonds,Bonds Portfolio,43154,46693.64,8.2,2024-07-15,Stock Broker
USER0252,Real Estate,Real Estate Portfolio,1426368,1303977.87,-8.58,2025-08-31,Mutual Fund House
USER0253,Real Estate,Real Estate Portfolio,666923,716654.85,7.46,2024-05-20,Bank
USER0253,Gold,Gold Portfolio,122033,113398.81,-7.08,2025-09-18,Mutual Fund House
USER0253,Stocks,Stocks Portfolio,398030,434348.95,9.12,2023-08-15,Bank
USER0254,Bonds,Bonds Portfolio,130307,150455.64,15.46,2023-04-29,Mutual Fund House
USER0255,Mutual Funds,Mutual Funds Portfolio,24401,24699.67,1.22,2025-01-13,Bank
USER0256,Fixed Deposits,Fixed Deposits Portfolio,437987,511675.92,16.82,2025-08-10,Stock Broker
USER0256,Bonds,Bonds Portfolio,20405,20404.94,-0.0,2023-07-23,Bank
USER0257,Mutual Funds,Mutual Funds Portfolio,369148,371032.15,0.51,2023-03-26,Stock Broker
USER0257,Fixed Deposits,Fixed Deposits Portfolio,699584,670124.07,-4.21,2024-11-25,Bank
USER0258,Mutual Funds,Mutual Funds Portfolio,392277,440983.87,12.42,2023-04-25,Bank
USER0258,Stocks,Stocks Portfolio,128791,136931.83,6.32,2023-10-12,Mutual Fund House
USER0258,Fixed Deposits,Fixed Deposits Portfolio,701039,808333.63,15.31,2024-02-10,Stock Broker
USER0258,Bonds,Bonds Portfolio,294082,320632.02,9.03,2025-06-03,Stock Broker
USER0259,Stocks,Stocks Portfolio,44189,51357.51,16.22,2025-05-15,Mutual Fund House
USER0260,Gold,Gold Portfolio,91818,93512.78,1.85,2025-09-09,Stock Broker
USER0260,Real Estate,Real Estate Portfolio,1192399,1392963.99,16.82,2024-11-13,Direct
USER0261,Real Estate,Real Estate Portfolio,1421819,1587157.48,11.63,2025-12-25,Stock Broker
USER0261,Gold,Gold Portfolio,71333,77919.25,9.23,2023-08-07,Direct
USER0261,Bonds,Bonds Portfolio,158776,176677.73,11.27,2023-11-30,Bank
USER0262,Mutual Funds,Mutual Funds Portfolio,60363,60544.24,0.3,2024-09-12,Direct
USER0262,Stocks,Stocks Portfolio,63907,77589.59,21.41,2024-10-11,Bank
USER0262,Bonds,Bonds Portfolio,61274,73226.07,19.51,2023-05-03,Direct
USER0262,Gold,Gold Portfolio,81693,84931.66,3.96,2023-08-04,Mutual Fund House
USER0263,Gold,Gold Portfolio,157154,155662.54,-0.95,2023-02-27,Mutual Fund House
USER0264,Bonds,Bonds Portfolio,164115,169788.48,3.46,2024-07-26,Mutual Fund House
USER0264,Stocks,Stocks Portfolio,204960,204193.48,-0.37,2024-03-15,Mutual Fund House
USER0265,Gold,Gold Portfolio,120935,136938.28,13.23,2025-12-16,Direct
USER0265,Mutual Funds,Mutual Funds Portfolio,33505,38699.59,15.5,2025-02-27,Bank
USER0265,Bonds,Bonds Portfolio,70142,80045.2,14.12,2025-08-11,Stock Broker
USER0266,Gold,Gold Portfolio,30139,37347.39,23.92,2023-07-08,Stock Broker
USER0266,Real Estate,Real Estate Portfolio,4825759,5394354.12,11.78,2023-12-07,Stock Broker
USER0266,Stocks,Stocks Portfolio,240223,286886.43,19.43,2023-08-08,Bank
USER0266,Bonds,Bonds Portfolio,244416,229094.02,-6.27,2024-05-01,Direct
USER0267,Real Estate,Real Estate Portfolio,874949,789589.47,-9.76,2025-01-19,Mutual Fund House
USER0268,Stocks,Stocks Portfolio,245548,297953.03,21.34,2023-04-13,Mutual Fund House
USER0269,Stocks,Stocks Portfolio,146113,174466.04,19.4,2024-04-16,Bank
USER0270,Stocks,Stocks Portfolio,364523,393882.91,8.05,2025-04-03,Mutual Fund House
USER0270,Fixed Deposits,Fixed Deposits Portfolio,456318,561223.84,22.99,2024-01-23,Direct
USER0270,Gold,Gold Portfolio,185940,214369.88,15.29,2023-12-11,Stock Broker
USER0271,Mutual Funds,Mutual Funds Portfolio,147144,172669.33,17.35,2025-11-06,Stock Broker
USER0271,Real Estate,Real Estate Portfolio,1196577,1213085.6,1.38,2025-10-27,Bank
USER0271,Fixed Deposits,Fixed Deposits Portfolio,927606,1107300.32,19.37,2025-09-30,Mutual Fund House
USER0271,Gold,Gold Portfolio,145600,164189.88,12.77,2025-08-05,Direct
USER0272,Real Estate,Real Estate Portfolio,1279352,1455348.65,13.76,2025-06-29,Bank
USER0273,Real Estate,Real Estate Portfolio,2151577,2590893.35,20.42,2025-07-30,Mutual Fund House
USER0273,Fixed Deposits,Fixed Deposits Portfolio,478594,534210.56,11.62,2025-12-11,Mutual Fund House
USER0273,Mutual Funds,Mutual Funds Portfolio,92976,88540.68,-4.77,2025-09-23,Stock Broker
USER0274,Bonds,Bonds Portfolio,28621,25996.0,-9.17,2023-11-18,Mutual Fund House
USER0274,Gold,Gold Portfolio,176817,169566.66,-4.1,2023-03-31,Mutual Fund House
USER0275,Real Estate,Real Estate Portfolio,1599192,1967679.48,23.04,2025-09-06,Bank
USER0275,Stocks,Stocks Portfolio,123236,138859.83,12.68,2023-04-24,Stock Broker
USER0275,Fixed Deposits,Fixed Deposits Portfolio,792989,834838.14,5.28,2025-02-14,Stock Broker
USER0275,Mutual Funds,Mutual Funds Portfolio,331558,342202.43,3.21,2024-10-18,Bank
USER0276,Gold,Gold Portfolio,21930,25939.06,18.28,2023-10-19,Stock Broker
USER0276,Stocks,Stocks Portfolio,418375,452618.8,8.18,2023-11-08,Bank
USER0277,Real Estate,Real Estate Portfolio,1738367,1909684.55,9.86,2025-06-20,Direct
USER0278,Fixed Deposits,Fixed Deposits Portfolio,640784,656581.01,2.47,2025-09-16,Bank
USER0278,Gold,Gold Portfolio,78985,73017.44,-7.56,2023-12-13,Mutual Fund House
USER0278,Stocks,Stocks Portfolio,351592,433441.61,23.28,2023-09-25,Mutual Fund House
USER0279,Gold,Gold Portfolio,25739,29254.44,13.66,2024-12-05,Stock Broker
USER0279,Real Estate,Real Estate Portfolio,4260092,4890879.48,14.81,2023-04-18,Direct
USER0279,Stocks,Stocks Portfolio,379701,368308.94,-3.0,2023-05-24,Bank
USER0279,Fixed Deposits,Fixed Deposits Portfolio,399836,475628.48,18.96,2023-06-08,Bank
USER0280,Stocks,Stocks Portfolio,424584,492313.62,15.95,2023-04-08,Bank
USER0280,Mutual Funds,Mutual Funds Portfolio,103564,108713.24,4.97,2023-10-06,Mutual Fund House
USER0281,Fixed Deposits,Fixed Deposits Portfolio,132617,157797.21,18.99,2025-03-18,Stock Broker
USER0281,Stocks,Stocks Portfolio,69808,73132.24,4.76,2024-12-19,Stock Broker
USER0282,Mutual Funds,Mutual Funds Portfolio,230100,218734.25,-4.94,2024-08-03,Direct
USER0282,Real Estate,Real Estate Portfolio,2205927,2266419.4,2.74,2024-07-10,Stock Broker
USER0283,Fixed Deposits,Fixed Deposits Portfolio,847965,960002.94,13.21,2023-08-13,Bank
USER0283,Gold,Gold Portfolio,87874,93158.9,6.01,2024-02-27,Direct
USER0283,Mutual Funds,Mutual Funds Portfolio,17072,18390.5,7.72,2025-09-24,Mutual Fund House
USER0283,Stocks,Stocks Portfolio,315065,308004.56,-2.24,2025-04-18,Mutual Fund House
USER0284,Gold,Gold Portfolio,100384,114114.75,13.68,2023-09-14,Stock Broker
USER0284,Real Estate,Real Estate Portfolio,2249481,2594742.1,15.35,2024-03-18,Mutual Fund House
USER0284,Bonds,Bonds Portfolio,159418,186294.51,16.86,2025-07-07,Direct
USER0285,Stocks,Stocks Portfolio,357764,382609.48,6.94,2023-12-20,Direct
USER0286,Stocks,Stocks Portfolio,414849,395750.84,-4.6,2024-07-05,Direct
USER0286,Bonds,Bonds Portfolio,237787,231853.43,-2.5,2023-08-20,Stock Broker
USER0286,Fixed Deposits,Fixed Deposits Portfolio,928967,1052207.35,13.27,2025-08-28,Direct
USER0287,Mutual Funds,Mutual Funds Portfolio,318504,288414.2,-9.45,2023-12-19,Direct
USER0287,Stocks,Stocks Portfolio,388888,427315.74,9.88,2025-10-04,Bank
USER0287,Bonds,Bonds Portfolio,230681,212750.67,-7.77,2024-04-26,Direct
USER0287,Fixed Deposits,Fixed Deposits Portfolio,227831,266809.61,17.11,2025-09-22,Bank
USER0288,Fixed Deposits,Fixed Deposits Portfolio,502686,455242.42,-9.44,2024-12-28,Stock Broker
USER0288,Stocks,Stocks Portfolio,418664,394576.17,-5.75,2025-01-01,Bank
USER0288,Real Estate,Real Estate Portfolio,2804398,2882120.66,2.77,2024-11-13,Mutual Fund House
USER0288,Mutual Funds,Mutual Funds Portfolio,162497,184925.32,13.8,2024-09-05,Mutual Fund House
USER0289,Bonds,Bonds Portfolio,205983,243904.98,18.41,2024-09-22,Stock Broker
USER0289,Gold,Gold Portfolio,93575,89184.31,-4.69,2023-10-08,Mutual Fund House
USER0289,Fixed Deposits,Fixed Deposits Portfolio,557309,689663.28,23.75,2025-03-31,Mutual Fund House
USER0289,Stocks,Stocks Portfolio,126394,150874.36,19.37,2024-12-01,Bank
USER0290,Real Estate,Real Estate Portfolio,4893966,5287818.91,8.05,2024-06-29,Stock Broker
USER0291,Bonds,Bonds Portfolio,218289,268907.04,23.19,2025-08-12,Mutual Fund House
USER0292,Fixed Deposits,Fixed Deposits Portfolio,278055,318033.54,14.38,2025-07-01,Direct
USER0293,Real Estate,Real Estate Portfolio,3218642,3966687.52,23.24,2025-01-15,Stock Broker
USER0293,Bonds,Bonds Portfolio,107299,98718.14,-8.0,2025-07-13,Mutual Fund House
USER0293,Stocks,Stocks Portfolio,235983,257416.97,9.08,2023-02-09,Mutual Fund House
USER0293,Gold,Gold Portfolio,196482,230297.48,17.21,2025-12-15,Stock Broker
USER0294,Fixed Deposits,Fixed Deposits Portfolio,762206,858593.1,12.65,2023-07-01,Stock Broker
USER0294,Bonds,Bonds Portfolio,235238,234345.27,-0.38,2025-12-07,Direct
USER0295,Bonds,Bonds Portfolio,156104,183717.93,17.69,2025-09-14,Stock Broker
USER0295,Mutual Funds,Mutual Funds Portfolio,39097,42055.54,7.57,2023-04-09,Stock Broker
USER0295,Stocks,Stocks Portfolio,118529,114480.55,-3.42,2025-08-15,Stock Broker
USER0295,Fixed Deposits,Fixed Deposits Portfolio,169505,206110.92,21.6,2023-06-23,Stock Broker
USER0296,Real Estate,Real Estate Portfolio,567956,614909.99,8.27,2025-11-10,Stock Broker
USER0296,Mutual Funds,Mutual Funds Portfolio,116640,128367.22,10.05,2025-09-30,Direct
USER0296,Stocks,Stocks Portfolio,404355,411509.74,1.77,2024-03-14,Stock Broker
USER0296,Bonds,Bonds Portfolio,130813,155264.6,18.69,2024-05-07,Mutual Fund House
USER0297,Gold,Gold Portfolio,128663,147307.3,14.49,2024-07-05,Mutual Fund House
USER0297,Mutual Funds,Mutual Funds Portfolio,217063,204628.88,-5.73,2024-10-08,Direct
USER0297,Fixed Deposits,Fixed Deposits Portfolio,96173,94525.67,-1.71,2023-09-17,Mutual Fund House
USER0298,Mutual Funds,Mutual Funds Portfolio,120127,148128.74,23.31,2023-03-11,Mutual Fund House
USER0298,Bonds,Bonds Portfolio,96347,104604.49,8.57,2025-07-29,Bank
USER0298,Gold,Gold Portfolio,92461,105239.51,13.82,2023-11-08,Direct
USER0299,Fixed Deposits,Fixed Deposits Portfolio,434222,399319.06,-8.04,2025-07-07,Direct
USER0299,Stocks,Stocks Portfolio,421891,462269.42,9.57,2024-12-07,Direct
USER0299,Bonds,Bonds Portfolio,38234,39355.13,2.93,2024-12-06,Direct
USER0299,Real Estate,Real Estate Portfolio,2490466,2375300.71,-4.62,2024-09-02,Bank
USER0300,Bonds,Bonds Portfolio,161719,175085.37,8.27,2024-02-11,Mutual Fund House
USER0301,Bonds,Bonds Portfolio,215281,249901.56,16.08,2025-10-09,Stock Broker
USER0301,Real Estate,Real Estate Portfolio,1956941,2323231.35,18.72,2025-11-18,Stock Broker
USER0302,Mutual Funds,Mutual Funds Portfolio,324347,390993.64,20.55,2024-03-09,Stock Broker
USER0303,Gold,Gold Portfolio,108793,100605.6,-7.53,2024-07-02,Mutual Fund House
USER0304,Gold,Gold Portfolio,31318,37125.03,18.54,2024-06-18,Stock Broker
USER0304,Bonds,Bonds Portfolio,50768,59015.91,16.25,2023-12-28,Stock Broker
USER0305,Stocks,Stocks Portfolio,196274,235867.58,20.17,2024-04-24,Stock Broker
USER0305,Gold,Gold Portfolio,54950,52984.47,-3.58,2023-07-23,Mutual Fund House
USER0305,Real Estate,Real Estate Portfolio,1636575,1997103.93,22.03,2023-02-15,Direct
USER0306,Stocks,Stocks Portfolio,465665,485012.26,4.15,2025-09-20,Mutual Fund House
USER0306,Mutual Funds,Mutual Funds Portfolio,376404,454448.02,20.73,2024-08-26,Direct
USER0307,Stocks,Stocks Portfolio,224205,268075.26,19.57,2024-09-29,Mutual Fund House
USER0307,Gold,Gold Portfolio,133759,146192.31,9.3,2024-08-04,Direct
USER0307,Fixed Deposits,Fixed Deposits Portfolio,131866,142349.1,7.95,2023-05-07,Stock Broker
USER0308,Gold,Gold Portfolio,48445,48775.43,0.68,2025-07-13,Stock Broker
USER0309,Mutual Funds,Mutual Funds Portfolio,319344,352470.9,10.37,2025-06-07,Stock Broker
USER0310,Fixed Deposits,Fixed Deposits Portfolio,435822,510259.48,17.08,2025-07-04,Bank
USER0310,Gold,Gold Portfolio,163798,154873.86,-5.45,2025-08-29,Bank
USER0311,Mutual Funds,Mutual Funds Portfolio,217999,203081.5,-6.84,2023-08-25,Stock Broker
USER0312,Real Estate,Real Estate Portfolio,2550821,2518547.77,-1.27,2024-03-06,Stock Broker
USER0312,Gold,Gold Portfolio,124260,154660.28,24.47,2024-04-27,Direct
USER0312,Stocks,Stocks Portfolio,271547,265657.04,-2.17,2024-11-18,Stock Broker
USER0313,Fixed Deposits,Fixed Deposits Portfolio,920071,1139892.41,23.89,2025-01-14,Bank
USER0314,Stocks,Stocks Portfolio,47619,49584.91,4.13,2023-05-21,Bank
USER0314,Mutual Funds,Mutual Funds Portfolio,243212,238374.87,-1.99,2023-06-26,Mutual Fund House
USER0315,Gold,Gold Portfolio,116588,141975.88,21.78,2024-10-12,Direct
USER0315,Fixed Deposits,Fixed Deposits Portfolio,388786,359578.68,-7.51,2024-01-03,Bank
USER0316,Fixed Deposits,Fixed Deposits Portfolio,195730,191794.05,-2.01,2024-04-15,Mutual Fund House
USER0316,Bonds,Bonds Portfolio,174551,215287.8,23.34,2025-12-24,Bank
USER0316,Gold,Gold Portfolio,93308,110964.35,18.92,2024-06-11,Mutual Fund House
USER0317,Mutual Funds,Mutual Funds Portfolio,176322,172185.26,-2.35,2023-09-14,Mutual Fund House
USER0317,Gold,Gold Portfolio,78993,96204.66,21.79,2023-09-19,Direct
USER0317,Real Estate,Real Estate Portfolio,4730871,4467540.63,-5.57,2025-05-15,Mutual Fund House
USER0317,Bonds,Bonds Portfolio,238318,242226.97,1.64,2023-09-30,Stock Broker
USER0318,Real Estate,Real Estate Portfolio,1332978,1239336.23,-7.03,2023-03-20,Direct
USER0318,Fixed Deposits,Fixed Deposits Portfolio,366969,416153.21,13.4,2024-05-06,Stock Broker
USER0318,Stocks,Stocks Portfolio,321942,326642.86,1.46,2024-06-09,Mutual Fund House
USER0319,Bonds,Bonds Portfolio,215548,234724.02,8.9,2023-07-30,Stock Broker
USER0319,Fixed Deposits,Fixed Deposits Portfolio,172586,194603.72,12.76,2025-03-26,Bank
USER0319,Real Estate,Real Estate Portfolio,3687194,3398337.58,-7.83,2025-11-30,Bank
USER0319,Stocks,Stocks Portfolio,229491,275312.73,19.97,2023-11-17,Direct
USER0320,Bonds,Bonds Portfolio,139504,169085.85,21.21,2025-01-17,Direct
USER0320,Stocks,Stocks Portfolio,433946,412205.37,-5.01,2024-06-22,Stock Broker
USER0321,Gold,Gold Portfolio,185686,214436.59,15.48,2025-08-28,Mutual Fund House
USER0321,Bonds,Bonds Portfolio,281791,323246.62,14.71,2023-07-23,Direct
USER0322,Mutual Funds,Mutual Funds Portfolio,185735,180539.94,-2.8,2023-11-19,Direct
USER0322,Gold,Gold Portfolio,193048,176805.4,-8.41,2024-01-20,Direct
USER0322,Bonds,Bonds Portfolio,95475,94126.25,-1.41,2025-09-01,Mutual Fund House
USER0322,Real Estate,Real Estate Portfolio,2788909,3134895.83,12.41,2024-06-09,Stock Broker
USER0323,Mutual Funds,Mutual Funds Portfolio,304622,321735.37,5.62,2025-01-09,Bank
USER0323,Gold,Gold Portfolio,132140,145343.7,9.99,2024-10-17,Mutual Fund House
USER0324,Stocks,Stocks Portfolio,409756,436916.55,6.63,2025-08-20,Direct
USER0325,Stocks,Stocks Portfolio,151435,171733.92,13.4,2024-08-08,Stock Broker
USER0326,Bonds,Bonds Portfolio,212393,205066.76,-3.45,2023-11-28,Mutual Fund House
USER0326,Fixed Deposits,Fixed Deposits Portfolio,103671,101579.9,-2.02,2024-10-27,Bank
USER0326,Stocks,Stocks Portfolio,233404,252965.71,8.38,2023-07-11,Direct
USER0326,Real Estate,Real Estate Portfolio,4899418,4571601.49,-6.69,2024-03-03,Bank
USER0327,Real Estate,Real Estate Portfolio,4339725,4581074.66,5.56,2025-01-23,Mutual Fund House
USER0327,Mutual Funds,Mutual Funds Portfolio,298146,310395.76,4.11,2024-01-28,Stock Broker
USER0327,Stocks,Stocks Portfolio,178336,190569.61,6.86,2024-02-04,Stock Broker
USER0327,Fixed Deposits,Fixed Deposits Portfolio,178168,184503.25,3.56,2025-07-03,Stock Broker
USER0328,Stocks,Stocks Portfolio,409713,438823.68,7.11,2025-07-14,Direct
USER0328,Gold,Gold Portfolio,174056,158037.28,-9.2,2023-10-30,Direct
USER0328,Real Estate,Real Estate Portfolio,3088556,3473920.14,12.48,2024-11-04,Direct
USER0328,Bonds,Bonds Portfolio,184373,195534.48,6.05,2024-12-27,Bank
USER0329,Fixed Deposits,Fixed Deposits Portfolio,677504,717962.56,5.97,2023-10-08,Mutual Fund House
USER0329,Gold,Gold Portfolio,31999,35115.0,9.74,2025-07-26,Direct
USER0329,Mutual Funds,Mutual Funds Portfolio,283487,296402.45,4.56,2024-04-17,Stock Broker
USER0330,Stocks,Stocks Portfolio,291100,363741.86,24.95,2025-12-18,Direct
USER0331,Mutual Funds,Mutual Funds Portfolio,304985,363304.68,19.12,2025-09-24,Stock Broker
USER0331,Fixed Deposits,Fixed Deposits Portfolio,768553,905926.01,17.87,2023-10-27,Mutual Fund House
USER0332,Fixed Deposits,Fixed Deposits Portfolio,403195,414324.48,2.76,2024-10-04,Stock Broker
USER0332,Real Estate,Real Estate Portfolio,1938543,2281202.32,17.68,2023-08-22,Bank
USER0332,Stocks,Stocks Portfolio,292427,350086.62,19.72,2025-01-23,Direct
USER0332,Mutual Funds,Mutual Funds Portfolio,180283,172495.15,-4.32,2025-04-06,Stock Broker
USER0333,Stocks,Stocks Portfolio,414712,442786.03,6.77,2023-04-16,Bank
USER0333,Real Estate,Real Estate Portfolio,4966958,4908515.15,-1.18,2025-10-06,Stock Broker
USER0333,Gold,Gold Portfolio,37473,33854.97,-9.66,2025-04-13,Bank
USER0333,Fixed Deposits,Fixed Deposits Portfolio,185775,189224.08,1.86,2024-06-11,Direct
USER0334,Mutual Funds,Mutual Funds Portfolio,334450,405098.67,21.12,2023-02-18,Direct
USER0334,Stocks,Stocks Portfolio,163959,158238.82,-3.49,2024-01-25,Mutual Fund House
USER0334,Gold,Gold Portfolio,186113,204468.37,9.86,2025-12-30,Mutual Fund House
USER0335,Mutual Funds,Mutual Funds Portfolio,261522,273786.09,4.69,2025-06-13,Stock Broker
USER0335,Bonds,Bonds Portfolio,163044,200462.85,22.95,2023-10-29,Stock Broker
USER0335,Real Estate,Real Estate Portfolio,819821,840376.9,2.51,2024-06-12,Stock Broker
USER0335,Fixed Deposits,Fixed Deposits Portfolio,897750,990778.7,10.36,2024-01-20,Direct
USER0336,Stocks,Stocks Portfolio,154834,183134.83,18.28,2024-04-05,Mutual Fund House
USER0337,Bonds,Bonds Portfolio,169400,167424.48,-1.17,2025-02-07,Stock Broker
USER0337,Real Estate,Real Estate Portfolio,2664615,2942190.6,10.42,2024-11-11,Direct
USER0337,Stocks,Stocks Portfolio,106392,95821.32,-9.94,2025-01-11,Direct
USER0338,Real Estate,Real Estate Portfolio,2447684,2348291.59,-4.06,2025-02-07,Stock Broker
USER0339,Bonds,Bonds Portfolio,74489,86738.68,16.44,2023-07-29,Direct
USER0339,Stocks,Stocks Portfolio,278400,281629.36,1.16,2024-06-06,Bank
USER0339,Fixed Deposits,Fixed Deposits Portfolio,105969,118049.12,11.4,2023-05-11,Direct
USER0339,Real Estate,Real Estate Portfolio,4927373,4850664.66,-1.56,2023-03-05,Bank
USER0340,Real Estate,Real Estate Portfolio,4064161,3924129.0,-3.45,2024-12-31,Bank
USER0340,Bonds,Bonds Portfolio,228015,233739.47,2.51,2025-04-25,Direct
USER0340,Mutual Funds,Mutual Funds Portfolio,161270,161138.91,-0.08,2025-10-30,Bank
USER0340,Fixed Deposits,Fixed Deposits Portfolio,771582,844225.1,9.41,2023-12-25,Bank
USER0341,Fixed Deposits,Fixed Deposits Portfolio,561889,669585.67,19.17,2023-07-05,Direct
USER0342,Stocks,Stocks Portfolio,385682,454386.49,17.81,2025-01-02,Stock Broker
USER0343,Real Estate,Real Estate Portfolio,1264354,1190341.55,-5.85,2023-10-03,Direct
USER0343,Bonds,Bonds Portfolio,143638,138129.23,-3.84,2023-12-01,Stock Broker
USER0344,Bonds,Bonds Portfolio,230391,247560.36,7.45,2024-07-13,Direct
USER0344,Gold,Gold Portfolio,43878,52699.75,20.11,2025-12-19,Stock Broker
USER0344,Stocks,Stocks Portfolio,442298,436669.27,-1.27,2024-02-27,Stock Broker
USER0345,Real Estate,Real Estate Portfolio,4504331,5155077.31,14.45,2024-07-04,Bank
USER0345,Bonds,Bonds Portfolio,230330,248696.05,7.97,2023-09-05,Stock Broker
USER0345,Fixed Deposits,Fixed Deposits Portfolio,555481,550126.86,-0.96,2025-11-15,Stock Broker
USER0345,Stocks,Stocks Portfolio,296575,311439.71,5.01,2025-05-27,Mutual Fund House
USER0346,Gold,Gold Portfolio,111242,131784.14,18.47,2023-02-22,Bank
USER0346,Fixed Deposits,Fixed Deposits Portfolio,697273,642910.66,-7.8,2023-04-09,Bank
USER0347,Bonds,Bonds Portfolio,29804,37042.85,24.29,2024-12-11,Mutual Fund House
USER0347,Mutual Funds,Mutual Funds Portfolio,393676,443133.97,12.56,2025-08-15,Mutual Fund House
USER0347,Real Estate,Real Estate Portfolio,3831299,4741203.76,23.75,2024-06-30,Direct
USER0348,Stocks,Stocks Portfolio,120973,112445.88,-7.05,2024-01-04,Stock Broker
USER0348,Gold,Gold Portfolio,78117,95443.02,22.18,2023-10-30,Bank
USER0348,Bonds,Bonds Portfolio,100096,121597.02,21.48,2025-01-19,Direct
USER0348,Real Estate,Real Estate Portfolio,3811087,3708495.85,-2.69,2023-04-25,Mutual Fund House
USER0349,Bonds,Bonds Portfolio,128176,119725.39,-6.59,2024-12-15,Bank
USER0349,Mutual Funds,Mutual Funds Portfolio,230285,263239.4,14.31,2023-10-04,Mutual Fund House
USER0350,Bonds,Bonds Portfolio,248156,245680.43,-1.0,2025-05-28,Mutual Fund House
USER0350,Mutual Funds,Mutual Funds Portfolio,77087,84675.53,9.84,2024-11-23,Bank
USER0350,Fixed Deposits,Fixed Deposits Portfolio,197335,178283.47,-9.65,2024-04-11,Stock Broker
USER0351,Bonds,Bonds Portfolio,193571,201641.11,4.17,2025-05-07,Bank
USER0351,Mutual Funds,Mutual Funds Portfolio,112064,132525.04,18.26,2024-06-28,Stock Broker
USER0351,Real Estate,Real Estate Portfolio,4311966,4372292.53,1.4,2024-10-18,Mutual Fund House
USER0352,Gold,Gold Portfolio,109137,132983.6,21.85,2024-01-03,Mutual Fund House
USER0353,Stocks,Stocks Portfolio,308817,367986.72,19.16,2024-03-28,Direct
USER0354,Stocks,Stocks Portfolio,455275,442151.66,-2.88,2023-08-10,Mutual Fund House
USER0354,Bonds,Bonds Portfolio,111593,124473.42,11.54,2025-10-18,Bank
USER0354,Fixed Deposits,Fixed Deposits Portfolio,963914,953629.35,-1.07,2023-07-15,Bank
